time offset,cumulative caucused
258297,1048
258297,1049
258297,1050
258297,1051
258297,1052
258297,1053
258297,1054
258297,1055
258297,1056
258297,1057
258297,1058
258297,1059
258297,1060
258297,1061
258297,1062
258297,1063
258297,1064
258297,1065
258297,1066
258297,1067
258297,1068
258297,1069
258297,1070
258297,1071
258297,1072
258297,1073
258297,1074
258297,1075
258297,1076
258297,1077
258297,1078
258297,1079
258297,1080
258297,1081
258297,1082
258297,1083
258297,1084
258297,1085
258297,1086
258297,1087
258297,1088
258297,1089
258297,1090
258297,1091
258297,1092
258297,1093
258297,1094
258297,1095
258297,1096
258297,1097
258297,1098
258297,1099
258297,1100
258297,1101
258297,1102
258297,1103
258297,1104
258297,1105
258297,1106
258297,1107
258297,1108
258297,1109
258297,1110
258297,1111
258297,1112
258297,1113
258297,1114
258297,1115
258297,1116
258297,1117
258297,1118
258297,1119
258297,1120
258297,1121
258297,1122
258297,1123
258297,1124
258297,1125
258297,1126
258297,1127
258297,1128
258297,1129
258297,1130
258297,1131
258297,1132
258297,1133
258297,1134
258297,1135
258297,1136
258297,1137
258297,1138
258297,1139
258297,1140
258297,1141
258297,1142
258297,1143
258297,1144
258297,1145
258297,1146
258297,1147
258297,1148
258297,1149
258297,1150
258297,1151
258297,1152
258297,1153
258297,1154
258297,1155
258297,1156
258297,1157
258297,1158
258297,1159
258297,1160
258297,1161
258297,1162
258297,1163
258297,1164
258297,1165
258297,1166
258297,1167
258297,1168
258297,1169
258297,1170
258297,1171
258297,1172
258297,1173
258297,1174
258297,1175
258297,1176
258297,1177
258297,1178
258297,1179
258297,1180
258297,1181
258297,1182
258297,1183
258297,1184
258297,1185
258297,1186
258297,1187
258297,1188
258297,1189
258297,1190
258297,1191
258297,1192
258600,1193
258600,1194
258600,1195
258600,1196
258600,1197
258600,1198
258600,1199
258600,1200
258600,1201
258600,1202
258600,1203
258600,1204
258600,1205
258600,1206
258600,1207
258600,1208
258600,1209
258600,1210
258600,1211
258600,1212
258600,1213
258600,1214
258600,1215
258600,1216
258600,1217
258600,1218
258600,1219
258600,1220
258600,1221
258600,1222
258600,1223
258600,1224
258600,1225
258600,1226
258600,1227
258600,1228
258600,1229
258600,1230
258600,1231
258600,1232
258600,1233
258600,1234
258600,1235
258600,1236
258600,1237
258600,1238
258600,1239
258600,1240
258600,1241
258600,1242
258600,1243
258600,1244
258600,1245
258600,1246
258600,1247
258600,1248
258600,1249
258600,1250
258600,1251
258600,1252
258600,1253
258600,1254
258600,1255
258600,1256
258600,1257
258600,1258
258600,1259
258600,1260
258600,1261
258600,1262
258600,1263
258600,1264
258600,1265
258600,1266
258600,1267
258600,1268
258600,1269
258600,1270
258600,1271
258600,1272
258600,1273
258600,1274
258600,1275
258600,1276
258600,1277
258600,1278
258600,1279
258600,1280
258600,1281
258600,1282
258600,1283
258600,1284
258600,1285
258600,1286
258600,1287
258600,1288
258600,1289
258600,1290
258600,1291
258600,1292
258600,1293
258600,1294
258600,1295
258600,1296
258600,1297
258600,1298
258600,1299
258600,1300
258600,1301
258600,1302
258600,1303
258600,1304
258600,1305
258600,1306
258600,1307
258600,1308
258600,1309
258600,1310
258600,1311
258600,1312
258600,1313
258600,1314
258600,1315
258600,1316
258600,1317
258600,1318
258600,1319
258600,1320
258600,1321
258600,1322
258600,1323
258600,1324
258600,1325
258600,1326
258600,1327
258600,1328
258600,1329
258600,1330
258600,1331
258600,1332
258600,1333
258896,1334
258896,1335
258896,1336
258896,1337
258896,1338
258896,1339
258896,1340
258896,1341
258896,1342
258896,1343
258896,1344
258896,1345
258896,1346
258896,1347
258896,1348
258896,1349
258896,1350
258896,1351
258896,1352
258896,1353
258896,1354
258896,1355
258896,1356
258896,1357
258896,1358
258896,1359
258896,1360
258896,1361
258896,1362
258896,1363
258896,1364
258896,1365
258896,1366
258896,1367
258896,1368
258896,1369
258896,1370
258896,1371
258896,1372
258896,1373
258896,1374
258896,1375
258896,1376
258896,1377
258896,1378
258896,1379
258896,1380
258896,1381
258896,1382
258896,1383
258896,1384
258896,1385
258896,1386
258896,1387
258896,1388
258896,1389
258896,1390
258896,1391
258896,1392
258896,1393
258896,1394
258896,1395
258896,1396
258896,1397
258896,1398
258896,1399
258896,1400
258896,1401
258896,1402
258896,1403
258896,1404
258896,1405
258896,1406
258896,1407
258896,1408
258896,1409
258896,1410
258896,1411
258896,1412
258896,1413
258896,1414
258896,1415
258896,1416
258896,1417
258896,1418
258896,1419
258896,1420
258896,1421
258896,1422
258896,1423
258896,1424
258896,1425
258896,1426
258896,1427
258896,1428
258896,1429
258896,1430
258896,1431
258896,1432
258896,1433
258896,1434
258896,1435
258896,1436
258896,1437
258896,1438
258896,1439
258896,1440
258896,1441
258896,1442
258896,1443
258896,1444
258896,1445
258896,1446
258896,1447
258896,1448
258896,1449
258896,1450
258896,1451
258896,1452
258896,1453
258896,1454
258896,1455
258896,1456
258896,1457
258896,1458
258896,1459
258896,1460
258896,1461
258896,1462
258896,1463
258896,1464
258896,1465
258896,1466
258896,1467
258896,1468
258896,1469
258896,1470
258896,1471
258896,1472
258896,1473
259196,1474
259196,1475
259196,1476
259196,1477
259196,1478
259196,1479
259196,1480
259196,1481
259196,1482
259196,1483
259196,1484
259196,1485
259196,1486
259196,1487
259196,1488
259196,1489
259196,1490
259196,1491
259196,1492
259196,1493
259196,1494
259196,1495
259196,1496
259196,1497
259196,1498
259196,1499
259196,1500
259196,1501
259196,1502
259196,1503
259196,1504
259196,1505
259196,1506
259196,1507
259196,1508
259196,1509
259196,1510
259196,1511
259196,1512
259196,1513
259196,1514
259196,1515
259196,1516
259196,1517
259196,1518
259196,1519
259196,1520
259196,1521
259196,1522
259196,1523
259196,1524
259196,1525
259196,1526
259196,1527
259196,1528
259196,1529
259196,1530
259196,1531
259196,1532
259196,1533
259196,1534
259196,1535
259196,1536
259196,1537
259196,1538
259196,1539
259196,1540
259196,1541
259196,1542
259196,1543
259196,1544
259196,1545
259196,1546
259196,1547
259196,1548
259196,1549
259196,1550
259196,1551
259196,1552
259196,1553
259196,1554
259196,1555
259196,1556
259196,1557
259196,1558
259196,1559
259196,1560
259196,1561
259196,1562
259196,1563
259196,1564
259196,1565
259196,1566
259196,1567
259196,1568
259196,1569
259196,1570
259196,1571
259196,1572
259196,1573
259196,1574
259196,1575
259196,1576
259196,1577
259196,1578
259196,1579
259196,1580
259196,1581
259499,1582
259499,1583
259499,1584
259499,1585
259499,1586
259499,1587
259499,1588
259499,1589
259499,1590
259499,1591
259499,1592
259499,1593
259499,1594
259499,1595
259499,1596
259499,1597
259499,1598
259499,1599
259499,1600
259499,1601
259499,1602
259499,1603
259499,1604
259499,1605
259499,1606
259499,1607
259499,1608
259499,1609
259499,1610
259499,1611
259499,1612
259499,1613
259499,1614
259499,1615
259499,1616
259499,1617
259499,1618
259499,1619
259499,1620
259499,1621
259499,1622
259499,1623
259499,1624
259499,1625
259499,1626
259499,1627
259499,1628
259499,1629
259499,1630
259499,1631
259499,1632
259499,1633
259499,1634
259499,1635
259499,1636
259499,1637
259499,1638
259499,1639
259499,1640
259499,1641
259499,1642
259499,1643
259499,1644
259499,1645
259499,1646
259499,1647
259499,1648
259499,1649
259499,1650
259499,1651
259499,1652
259499,1653
259499,1654
259499,1655
259499,1656
259499,1657
259499,1658
259499,1659
259499,1660
259499,1661
259499,1662
259499,1663
259499,1664
259499,1665
259499,1666
259499,1667
259499,1668
259499,1669
259499,1670
259499,1671
259499,1672
259499,1673
259499,1674
259499,1675
259499,1676
259499,1677
259499,1678
259499,1679
259499,1680
259499,1681
259499,1682
259499,1683
259499,1684
259499,1685
259499,1686
259499,1687
259499,1688
259499,1689
259499,1690
259499,1691
259499,1692
259499,1693
259499,1694
259499,1695
259499,1696
259499,1697
260093,1698
260093,1699
260093,1700
260093,1701
260093,1702
260093,1703
260093,1704
260093,1705
260093,1706
260093,1707
260093,1708
260093,1709
260093,1710
260093,1711
260093,1712
260093,1713
260093,1714
260093,1715
260093,1716
260093,1717
260093,1718
260093,1719
260093,1720
260093,1721
260093,1722
260093,1723
260093,1724
260093,1725
260093,1726
260093,1727
260093,1728
260093,1729
260093,1730
260093,1731
260093,1732
260093,1733
260093,1734
260093,1735
260093,1736
260093,1737
260093,1738
260093,1739
260093,1740
260093,1741
260093,1742
260093,1743
260093,1744
260093,1745
260093,1746
260093,1747
260093,1748
260093,1749
260093,1750
260093,1751
260093,1752
260093,1753
260093,1754
260093,1755
260093,1756
260093,1757
260093,1758
260093,1759
260093,1760
260093,1761
260093,1762
260093,1763
260093,1764
260093,1765
260093,1766
260093,1767
260093,1768
260093,1769
260093,1770
260093,1771
260093,1772
260093,1773
260093,1774
260093,1775
260093,1776
260093,1777
260093,1778
260093,1779
260093,1780
260093,1781
260093,1782
260093,1783
260093,1784
260093,1785
260093,1786
260093,1787
260093,1788
260093,1789
260093,1790
260093,1791
260093,1792
260093,1793
260093,1794
260093,1795
260093,1796
260093,1797
260093,1798
260093,1799
260093,1800
260093,1801
260093,1802
260093,1803
260093,1804
260093,1805
260093,1806
260093,1807
260093,1808
260093,1809
260093,1810
260093,1811
260093,1812
260093,1813
260093,1814
260093,1815
260093,1816
260093,1817
260093,1818
260093,1819
260093,1820
260093,1821
260093,1822
260093,1823
260093,1824
260093,1825
260093,1826
260093,1827
260093,1828
260093,1829
260093,1830
260093,1831
260093,1832
260093,1833
260093,1834
260093,1835
260093,1836
260093,1837
260093,1838
260093,1839
260093,1840
260093,1841
260093,1842
260093,1843
260093,1844
260093,1845
260093,1846
260093,1847
260093,1848
260093,1849
260093,1850
260093,1851
260093,1852
260093,1853
260093,1854
260093,1855
260093,1856
260093,1857
260093,1858
260093,1859
260093,1860
260093,1861
260093,1862
260093,1863
260093,1864
260093,1865
260093,1866
260093,1867
260093,1868
260093,1869
260093,1870
260093,1871
260093,1872
260093,1873
260093,1874
260093,1875
260093,1876
260093,1877
260093,1878
260093,1879
260093,1880
260093,1881
260093,1882
260093,1883
260093,1884
260093,1885
260093,1886
260093,1887
260093,1888
260093,1889
260093,1890
260093,1891
260093,1892
260093,1893
260093,1894
260093,1895
260093,1896
260093,1897
260093,1898
260093,1899
260093,1900
260093,1901
260093,1902
260093,1903
260093,1904
260093,1905
260093,1906
260093,1907
260093,1908
260093,1909
260093,1910
260093,1911
260392,1912
260392,1913
260392,1914
260392,1915
260392,1916
260392,1917
260392,1918
260392,1919
260392,1920
260392,1921
260392,1922
260392,1923
260392,1924
260392,1925
260392,1926
260392,1927
260392,1928
260392,1929
260392,1930
260392,1931
260392,1932
260392,1933
260392,1934
260392,1935
260392,1936
260392,1937
260392,1938
260392,1939
260392,1940
260392,1941
260392,1942
260392,1943
260392,1944
260392,1945
260392,1946
260392,1947
260392,1948
260392,1949
260392,1950
260392,1951
260392,1952
260392,1953
260392,1954
260392,1955
260392,1956
260392,1957
260392,1958
260392,1959
260392,1960
260392,1961
260392,1962
260392,1963
260392,1964
260392,1965
260392,1966
260392,1967
260392,1968
260392,1969
260392,1970
260392,1971
260392,1972
260392,1973
260392,1974
260392,1975
260392,1976
260392,1977
260392,1978
260392,1979
260392,1980
260392,1981
260392,1982
260392,1983
260392,1984
260392,1985
260392,1986
260392,1987
260392,1988
260392,1989
260392,1990
260392,1991
260392,1992
260392,1993
260392,1994
260392,1995
260392,1996
260392,1997
260392,1998
260392,1999
260392,2000
260392,2001
260392,2002
260392,2003
260392,2004
260392,2005
260392,2006
260392,2007
260392,2008
260392,2009
260392,2010
260392,2011
260703,2012
260703,2013
260703,2014
260703,2015
260703,2016
260703,2017
260703,2018
260703,2019
260703,2020
260703,2021
260703,2022
260703,2023
260703,2024
260703,2025
260703,2026
260703,2027
260703,2028
260703,2029
260703,2030
260703,2031
260703,2032
260703,2033
260703,2034
260703,2035
260703,2036
260703,2037
260703,2038
260703,2039
260703,2040
260703,2041
260703,2042
260703,2043
260703,2044
260703,2045
260703,2046
260703,2047
260703,2048
260703,2049
260703,2050
260703,2051
260703,2052
260703,2053
260703,2054
260703,2055
260703,2056
260703,2057
260703,2058
260703,2059
260703,2060
260703,2061
260703,2062
260703,2063
260703,2064
260703,2065
260703,2066
260703,2067
260703,2068
260703,2069
260703,2070
260703,2071
260703,2072
260703,2073
260703,2074
260703,2075
260703,2076
260703,2077
260703,2078
260703,2079
260703,2080
260703,2081
260703,2082
260703,2083
260703,2084
260703,2085
260703,2086
260703,2087
260703,2088
260703,2089
260703,2090
260703,2091
260703,2092
260703,2093
260703,2094
260703,2095
260703,2096
260703,2097
260703,2098
260703,2099
260703,2100
260703,2101
260703,2102
260703,2103
260703,2104
260703,2105
260999,2106
260999,2107
260999,2108
260999,2109
260999,2110
260999,2111
260999,2112
260999,2113
260999,2114
260999,2115
260999,2116
260999,2117
260999,2118
260999,2119
260999,2120
260999,2121
260999,2122
260999,2123
260999,2124
260999,2125
260999,2126
260999,2127
260999,2128
260999,2129
260999,2130
260999,2131
260999,2132
260999,2133
260999,2134
260999,2135
260999,2136
260999,2137
260999,2138
260999,2139
260999,2140
260999,2141
260999,2142
260999,2143
260999,2144
260999,2145
260999,2146
260999,2147
260999,2148
260999,2149
260999,2150
260999,2151
260999,2152
260999,2153
260999,2154
260999,2155
260999,2156
260999,2157
260999,2158
260999,2159
260999,2160
260999,2161
260999,2162
260999,2163
260999,2164
260999,2165
260999,2166
260999,2167
260999,2168
261292,2169
261292,2170
261292,2171
261292,2172
261292,2173
261292,2174
261292,2175
261292,2176
261292,2177
261292,2178
261292,2179
261292,2180
261292,2181
261292,2182
261292,2183
261292,2184
261292,2185
261292,2186
261292,2187
261292,2188
261292,2189
261292,2190
261292,2191
261292,2192
261292,2193
261292,2194
261292,2195
261292,2196
261292,2197
261292,2198
261292,2199
261292,2200
261292,2201
261292,2202
261292,2203
261292,2204
261292,2205
261292,2206
261292,2207
261292,2208
261292,2209
261292,2210
261292,2211
261292,2212
261292,2213
261292,2214
261292,2215
261292,2216
261292,2217
261292,2218
261292,2219
261292,2220
261292,2221
261292,2222
261292,2223
261292,2224
261292,2225
261292,2226
261292,2227
261292,2228
261292,2229
261292,2230
261292,2231
261292,2232
261292,2233
261292,2234
261292,2235
261292,2236
261292,2237
261292,2238
261292,2239
261292,2240
261292,2241
261292,2242
261292,2243
261292,2244
261292,2245
261292,2246
261591,2247
261591,2248
261591,2249
261591,2250
261591,2251
261591,2252
261591,2253
261591,2254
261591,2255
261591,2256
261591,2257
261591,2258
261591,2259
261591,2260
261591,2261
261591,2262
261591,2263
261591,2264
261591,2265
261591,2266
261591,2267
261591,2268
261591,2269
261591,2270
261591,2271
261591,2272
261591,2273
261591,2274
261591,2275
261591,2276
261591,2277
261591,2278
261591,2279
261591,2280
261591,2281
261591,2282
261591,2283
261591,2284
261591,2285
261591,2286
261591,2287
261591,2288
261591,2289
261591,2290
261591,2291
261591,2292
261591,2293
261591,2294
261591,2295
261591,2296
261591,2297
261591,2298
261591,2299
261591,2300
261591,2301
261591,2302
261591,2303
261591,2304
261591,2305
261591,2306
261591,2307
261591,2308
261591,2309
261591,2310
261591,2311
261591,2312
261591,2313
261591,2314
261591,2315
261591,2316
261591,2317
261591,2318
261591,2319
261591,2320
261591,2321
261591,2322
261591,2323
261591,2324
261929,2325
261929,2326
261929,2327
261929,2328
261929,2329
261929,2330
261929,2331
261929,2332
261929,2333
261929,2334
261929,2335
261929,2336
261929,2337
261929,2338
261929,2339
261929,2340
261929,2341
261929,2342
261929,2343
261929,2344
261929,2345
261929,2346
261929,2347
261929,2348
261929,2349
261929,2350
261929,2351
261929,2352
261929,2353
261929,2354
261929,2355
261929,2356
261929,2357
261929,2358
261929,2359
261929,2360
261929,2361
261929,2362
261929,2363
261929,2364
261929,2365
261929,2366
261929,2367
261929,2368
261929,2369
261929,2370
261929,2371
261929,2372
261929,2373
261929,2374
261929,2375
261929,2376
261929,2377
261929,2378
261929,2379
261929,2380
261929,2381
261929,2382
261929,2383
261929,2384
261929,2385
261929,2386
261929,2387
262228,2388
262228,2389
262228,2390
262228,2391
262228,2392
262228,2393
262228,2394
262228,2395
262228,2396
262228,2397
262228,2398
262228,2399
262228,2400
262228,2401
262228,2402
262228,2403
262228,2404
262228,2405
262228,2406
262228,2407
262228,2408
262228,2409
262228,2410
262228,2411
262228,2412
262228,2413
262228,2414
262228,2415
262228,2416
262228,2417
262228,2418
262228,2419
262228,2420
262228,2421
262228,2422
262228,2423
262228,2424
262228,2425
262228,2426
262228,2427
262228,2428
262228,2429
262228,2430
262228,2431
262228,2432
262228,2433
262228,2434
262228,2435
262228,2436
262228,2437
262228,2438
262228,2439
262228,2440
262228,2441
262228,2442
262228,2443
262228,2444
262228,2445
262529,2446
262529,2447
262529,2448
262529,2449
262529,2450
262529,2451
262529,2452
262529,2453
262529,2454
262529,2455
262529,2456
262529,2457
262529,2458
262529,2459
262529,2460
262529,2461
262529,2462
262529,2463
262529,2464
262529,2465
262529,2466
262529,2467
262529,2468
262529,2469
262529,2470
262529,2471
262529,2472
262529,2473
262529,2474
262529,2475
262529,2476
262529,2477
262529,2478
262529,2479
262529,2480
262529,2481
262529,2482
262529,2483
262529,2484
262529,2485
262529,2486
262529,2487
262529,2488
262529,2489
262529,2490
262529,2491
262529,2492
262529,2493
262529,2494
262529,2495
