user_id,utc_time
1162971,2015-04-18 21:11:25Z
90678,2015-04-18 21:11:25Z
2130354,2015-04-18 21:11:25Z
888177,2015-04-18 21:11:25Z
3972123,2015-04-18 21:11:25Z
2277510,2015-04-18 21:11:25Z
302343,2015-04-18 21:06:26Z
312864,2015-04-18 21:06:26Z
1984211,2015-04-18 21:06:26Z
485343,2015-04-18 21:06:26Z
1325185,2015-04-18 21:06:26Z
947609,2015-04-18 21:06:26Z
1571481,2015-04-18 21:06:26Z
1616234,2015-04-18 21:06:26Z
4311336,2015-04-18 21:06:26Z
648596,2015-04-18 21:06:26Z
726786,2015-04-18 21:06:26Z
1080633,2015-04-18 21:06:26Z
1592481,2015-04-18 21:06:26Z
1440433,2015-04-18 21:06:26Z
428542,2015-04-18 21:06:26Z
179545,2015-04-18 21:06:26Z
638764,2015-04-18 21:06:26Z
413670,2015-04-18 21:06:26Z
4077205,2015-04-18 21:06:26Z
1012875,2015-04-18 21:06:26Z
956900,2015-04-18 21:01:27Z
341117,2015-04-18 21:01:27Z
2510749,2015-04-18 21:01:27Z
2392147,2015-04-18 21:01:27Z
1098603,2015-04-18 21:01:27Z
520487,2015-04-18 21:01:27Z
4311245,2015-04-18 21:01:27Z
155005,2015-04-18 21:01:27Z
475456,2015-04-18 21:01:27Z
2062974,2015-04-18 21:01:27Z
2443719,2015-04-18 21:01:27Z
356594,2015-04-18 21:01:27Z
1942323,2015-04-18 21:01:27Z
2626251,2015-04-18 21:01:27Z
279966,2015-04-18 21:01:27Z
214196,2015-04-18 21:01:27Z
2438460,2015-04-18 21:01:27Z
115680,2015-04-18 21:01:27Z
319565,2015-04-18 21:01:27Z
536434,2015-04-18 21:01:27Z
2369122,2015-04-18 20:56:25Z
4483840,2015-04-18 20:56:25Z
3187921,2015-04-18 20:56:25Z
123723,2015-04-18 20:56:25Z
487296,2015-04-18 20:56:25Z
115237,2015-04-18 20:56:25Z
1214056,2015-04-18 20:56:25Z
992453,2015-04-18 20:56:25Z
542190,2015-04-18 20:56:25Z
